roll_no,Age,Gender,branch,Internships,CGPA,Hostel,HistoryOfBacklogs,PlacedOrNot
1731,24,Male,"Electronics And Communication",1,7,1,1,0
1732,22,Male,"Computer Science",1,7,0,0,0
1733,22,Male,"Information Technology",0,6,0,0,0
1734,19,Male,Mechanical,2,8,1,0,1
1735,20,Male,"Computer Science",0,6,0,1,0
1736,24,Male,Civil,0,7,1,1,0
1737,22,Female,Mechanical,1,6,1,0,0
1738,21,Male,Mechanical,0,8,1,1,1
1739,21,Male,"Information Technology",0,6,0,1,0
1740,22,Female,"Electronics And Communication",1,6,1,1,0
1741,22,Male,"Electronics And Communication",3,6,0,0,1
1742,22,Male,Civil,0,7,0,0,0
1743,20,Male,"Computer Science",0,7,0,0,0
1744,22,Male,"Information Technology",1,6,1,0,0
1745,20,Male,"Information Technology",0,6,0,0,0
1746,24,Female,"Electronics And Communication",1,7,1,1,1
1747,20,Male,"Information Technology",1,8,0,0,1
1748,24,Male,"Computer Science",0,6,0,1,1
1749,21,Male,Civil,0,7,0,0,0
1750,23,Female,Mechanical,1,7,1,0,0
1751,20,Male,"Computer Science",2,7,0,0,1
1752,22,Male,"Electronics And Communication",1,8,0,0,1
1753,20,Female,Mechanical,1,8,1,0,1
1754,21,Male,Civil,0,7,0,0,0
1755,20,Male,Mechanical,1,7,1,0,0
1756,20,Male,Electrical,1,6,0,0,0
1757,19,Male,Electrical,2,6,0,1,0
1758,19,Male,Civil,2,6,1,0,1
1759,22,Male,"Computer Science",1,8,0,0,1
1760,22,Female,Electrical,0,7,1,1,0
1761,22,Male,"Computer Science",0,7,0,0,0
1762,21,Male,"Computer Science",2,6,0,0,1
1763,19,Male,"Computer Science",0,6,0,0,0
1764,23,Male,"Computer Science",1,8,0,0,1
1765,22,Male,Mechanical,2,7,1,0,0
1766,20,Male,"Electronics And Communication",1,8,1,1,1
1767,20,Male,"Computer Science",1,6,0,0,0
1768,22,Female,"Computer Science",1,6,1,0,0
1769,21,Male,Electrical,1,7,0,0,1
1770,20,Male,Mechanical,0,8,1,0,1
1771,20,Male,Mechanical,0,8,1,0,1
1772,22,Male,"Computer Science",1,7,0,0,0
1773,21,Male,"Electronics And Communication",0,7,0,0,0
1774,19,Male,"Information Technology",1,8,0,0,1
1775,22,Male,"Electronics And Communication",0,8,0,0,1
1776,22,Male,"Information Technology",0,6,0,0,0
1777,21,Male,Mechanical,0,7,1,0,0
1778,19,Male,"Electronics And Communication",2,8,0,0,1
1779,23,Male,"Electronics And Communication",0,6,0,0,0
1780,19,Male,Mechanical,0,6,1,1,0
1781,21,Male,Electrical,0,7,0,0,0
1782,21,Male,"Information Technology",0,8,0,0,1
1783,21,Male,"Information Technology",1,6,1,0,0
1784,21,Male,"Information Technology",1,6,0,0,0
1785,20,Male,Mechanical,0,6,1,1,0
1786,21,Male,"Computer Science",1,6,0,0,0
1787,24,Male,Mechanical,0,8,1,1,1
1788,21,Male,Electrical,0,6,0,0,0
1789,21,Male,"Electronics And Communication",2,8,1,1,1
1790,22,Male,Civil,0,7,0,0,0
1791,19,Male,"Information Technology",1,7,1,0,0
1792,24,Female,"Information Technology",1,7,0,0,0
1793,21,Male,"Computer Science",0,8,0,0,1
1794,22,Male,"Computer Science",1,6,0,0,0
1795,20,Male,Electrical,0,8,0,0,1
1796,21,Male,"Information Technology",2,8,0,0,1
1797,20,Male,"Information Technology",0,6,0,0,0
1798,23,Male,"Computer Science",2,8,0,0,1
1799,24,Male,"Information Technology",2,8,0,0,1
1800,20,Male,"Electronics And Communication",2,6,0,0,1
1801,21,Male,Electrical,1,8,0,0,1
1802,22,Male,Electrical,0,7,0,0,0
1803,21,Male,"Information Technology",2,7,0,1,0
1804,21,Male,"Information Technology",2,6,0,0,1
1805,20,Male,Mechanical,0,6,1,0,0
1806,21,Male,Electrical,0,7,0,0,0
1807,22,Male,"Information Technology",2,6,0,0,1
1808,21,Female,"Computer Science",0,8,1,0,1
1809,22,Male,Mechanical,0,8,1,0,1
1810,21,Male,"Electronics And Communication",0,8,0,0,1
1811,19,Male,"Computer Science",2,7,0,1,0
1812,21,Male,"Computer Science",1,8,0,0,1
1813,20,Female,Electrical,0,8,1,1,1
1814,21,Female,"Computer Science",0,7,1,1,0
1815,19,Male,Electrical,0,8,0,0,1
1816,23,Male,"Computer Science",0,6,0,0,0
1817,20,Male,"Information Technology",0,7,0,1,0
1818,23,Male,"Computer Science",0,6,0,0,0
1819,23,Male,Electrical,1,7,0,0,1
1820,19,Male,"Information Technology",3,7,0,0,1
1821,21,Female,"Information Technology",1,6,0,0,0
1822,21,Female,"Computer Science",0,6,1,1,0
1823,21,Male,"Information Technology",2,7,0,0,1
1824,21,Male,"Computer Science",2,6,0,0,1
1825,22,Male,Mechanical,1,7,1,1,0
1826,22,Male,"Computer Science",2,8,0,0,1
1827,24,Male,Mechanical,1,7,1,0,0
1828,20,Male,Electrical,1,7,0,0,1
1829,21,Male,"Information Technology",1,7,1,0,0
1830,19,Male,Mechanical,0,6,1,0,0
1831,21,Male,Civil,0,7,1,0,0
1832,20,Male,Electrical,0,6,1,1,0
1833,21,Female,"Electronics And Communication",1,7,1,0,0
1834,19,Male,Civil,0,8,1,0,1
1835,20,Male,"Computer Science",0,7,0,0,0
1836,19,Male,"Computer Science",1,6,0,0,0
1837,24,Male,"Computer Science",1,7,0,0,0
1838,21,Male,"Computer Science",0,8,0,1,1
1839,20,Male,"Information Technology",0,6,0,0,0
1840,22,Male,Civil,1,7,0,0,0
1841,20,Female,Electrical,1,7,0,1,1
1842,22,Male,"Information Technology",0,6,0,1,0
1843,21,Male,Civil,1,6,0,0,0
1844,21,Female,"Computer Science",2,7,1,0,1
1845,20,Male,"Electronics And Communication",1,7,0,0,1
1846,19,Male,"Electronics And Communication",0,6,0,0,0
1847,20,Male,"Information Technology",0,7,0,0,0
1848,20,Male,Mechanical,0,8,1,1,1
1849,24,Male,Electrical,1,7,0,0,1
1850,20,Female,"Information Technology",1,8,0,0,1
1851,22,Male,"Electronics And Communication",1,8,0,1,1
1852,21,Male,"Computer Science",0,6,0,0,0
1853,23,Female,"Information Technology",0,7,0,0,0
1854,20,Male,"Information Technology",1,7,0,0,0
1855,22,Male,"Computer Science",2,7,0,0,0
1856,20,Male,"Electronics And Communication",2,7,0,0,1
1857,21,Male,"Electronics And Communication",1,8,1,1,1
1858,22,Male,"Computer Science",0,6,0,0,0
1859,21,Male,"Electronics And Communication",0,8,0,0,1
1860,21,Male,"Computer Science",0,6,0,0,0
1861,22,Male,"Information Technology",0,8,0,1,1
1862,22,Male,"Computer Science",0,6,0,0,0
1863,22,Male,Mechanical,0,6,1,0,0
1864,19,Male,"Computer Science",1,7,0,0,0
1865,22,Male,"Information Technology",2,6,0,0,1
1866,20,Male,"Information Technology",2,7,0,0,1
1867,21,Male,"Information Technology",1,7,0,0,0
1868,19,Male,"Information Technology",1,8,0,0,1
1869,22,Female,Electrical,0,8,0,0,1
1870,23,Female,Electrical,0,6,0,0,0
1871,24,Male,"Electronics And Communication",0,6,0,0,1
1872,24,Male,Civil,1,6,0,0,1
1873,21,Male,"Information Technology",1,9,0,1,1
1874,19,Male,"Information Technology",0,6,0,1,0
1875,19,Male,"Computer Science",1,9,0,0,1
1876,19,Male,Civil,0,7,0,0,0
1877,20,Female,"Computer Science",1,6,1,1,1
1878,20,Male,"Information Technology",0,6,0,0,0
1879,19,Male,"Electronics And Communication",0,8,0,0,1
1880,21,Male,"Electronics And Communication",1,7,0,1,1
1881,19,Male,"Electronics And Communication",0,7,0,0,0
1882,22,Female,"Computer Science",2,8,1,0,1
1883,21,Male,"Computer Science",0,5,0,1,0
1884,22,Male,"Computer Science",0,8,0,0,1
1885,19,Male,Electrical,1,7,0,1,1
1886,20,Male,"Computer Science",1,7,0,0,0
1887,20,Male,"Electronics And Communication",1,6,0,0,0
1888,19,Male,Civil,1,8,0,0,1
1889,21,Male,Electrical,0,7,0,0,0
1890,22,Male,"Computer Science",0,6,0,0,0
1891,19,Male,Mechanical,0,9,1,1,1
1892,20,Male,"Electronics And Communication",0,6,0,0,0
1893,19,Male,"Electronics And Communication",2,8,1,1,1
1894,22,Male,Mechanical,0,6,1,0,0
1895,19,Male,"Electronics And Communication",0,9,0,0,1
1896,21,Male,"Information Technology",0,7,0,0,0
1897,20,Male,"Computer Science",3,6,0,0,1
1898,21,Female,"Electronics And Communication",0,7,0,0,0
1899,22,Male,"Information Technology",1,6,0,0,1
1900,20,Male,"Electronics And Communication",0,8,0,1,1
1901,22,Male,"Computer Science",1,9,0,0,1
1902,20,Female,"Electronics And Communication",2,8,0,0,1
1903,21,Male,"Computer Science",1,7,0,1,1
1904,22,Female,"Computer Science",1,7,1,0,0
1905,21,Female,"Information Technology",1,5,0,0,0
1906,22,Female,Mechanical,1,6,1,0,0
1907,22,Male,Electrical,0,5,1,0,0
1908,19,Male,"Electronics And Communication",0,7,0,0,0
1909,19,Male,Mechanical,1,5,1,0,0
1910,22,Male,Mechanical,0,5,1,0,0
1911,22,Female,"Electronics And Communication",0,8,0,0,1
1912,21,Male,"Electronics And Communication",0,9,0,0,1
1913,19,Male,Electrical,1,6,0,0,0
1914,19,Male,"Computer Science",0,8,0,0,1
1915,20,Male,"Computer Science",2,7,0,0,1
1916,21,Male,Electrical,1,5,0,0,0
1917,19,Female,"Computer Science",1,7,1,0,0
1918,20,Male,Electrical,0,5,0,0,0
1919,21,Male,Mechanical,0,8,1,0,1
1920,21,Female,Civil,1,8,0,0,1
1921,22,Male,"Computer Science",1,6,0,0,0
1922,20,Male,"Computer Science",0,8,0,1,1
1923,19,Male,Mechanical,1,6,1,0,0
1924,22,Male,"Information Technology",2,5,0,0,0
1925,20,Male,Electrical,0,6,0,0,0
1926,29,Female,Mechanical,1,8,1,0,1
1927,20,Male,Mechanical,0,6,1,0,0
1928,20,Male,"Information Technology",1,6,0,0,0
1929,19,Male,"Computer Science",0,9,0,1,1
1930,20,Male,"Information Technology",0,6,0,0,0
1931,22,Male,Civil,1,7,0,0,0
1932,20,Male,"Information Technology",1,6,0,0,0
1933,22,Male,"Electronics And Communication",0,5,0,0,0
1934,20,Male,"Electronics And Communication",0,6,0,0,0
1935,22,Male,Civil,1,8,0,0,1
1936,19,Male,"Information Technology",0,9,0,1,1
1937,19,Male,Mechanical,0,6,0,0,1
1938,19,Male,"Computer Science",0,6,0,0,0
1939,22,Male,"Information Technology",1,9,0,1,1
1940,20,Male,"Electronics And Communication",1,6,0,0,0
1941,21,Male,"Electronics And Communication",1,7,0,1,1
1942,19,Male,"Information Technology",0,7,0,0,0
1943,19,Male,Electrical,0,5,0,0,0
1944,20,Male,Electrical,0,6,0,0,0
1945,21,Male,"Computer Science",1,8,0,0,1
1946,19,Female,"Computer Science",0,8,1,0,1
1947,22,Male,"Computer Science",1,6,0,0,1
1948,20,Male,"Information Technology",0,8,0,1,1
1949,19,Male,"Electronics And Communication",1,8,0,1,1
1950,19,Male,"Information Technology",2,7,0,0,1
1951,22,Male,"Electronics And Communication",1,9,1,1,1
1952,22,Female,Civil,1,6,0,0,0
1953,22,Male,"Computer Science",0,6,0,0,1
1954,22,Male,Civil,1,6,0,0,0
1955,22,Female,"Computer Science",0,9,1,0,1
1956,19,Male,Electrical,0,8,0,0,1
1957,19,Male,"Information Technology",1,6,0,0,1
1958,21,Male,Electrical,0,8,0,0,1
1959,20,Male,Mechanical,1,9,1,0,1
1960,22,Female,"Information Technology",0,6,0,0,0
1961,21,Male,"Computer Science",0,9,0,0,1
1962,20,Male,"Electronics And Communication",1,7,0,0,0
1963,19,Male,"Information Technology",2,8,0,0,1
1964,21,Male,"Computer Science",2,7,0,0,1
1965,21,Male,Electrical,1,9,0,0,1
1966,19,Male,"Information Technology",2,8,0,0,1
1967,20,Male,Civil,0,8,1,0,1
1968,22,Female,"Information Technology",1,7,0,0,0
1969,19,Male,"Computer Science",1,7,0,0,1
1970,21,Male,"Electronics And Communication",0,7,0,0,1
1971,20,Male,"Information Technology",0,8,0,0,1
1972,19,Male,"Information Technology",1,8,0,0,1
1973,20,Male,"Computer Science",0,5,0,0,0
1974,21,Male,"Computer Science",1,6,0,0,0
1975,19,Female,Electrical,3,9,0,1,1
1976,21,Male,"Electronics And Communication",1,8,0,1,1
1977,20,Male,"Information Technology",1,7,0,0,1
1978,21,Male,"Computer Science",0,7,0,1,0
1979,22,Male,Civil,0,9,1,0,1
1980,20,Male,Mechanical,0,7,1,1,1
1981,20,Male,Civil,0,7,1,0,0
1982,21,Male,"Information Technology",0,7,0,0,0
1983,21,Female,"Information Technology",0,8,0,0,1
1984,20,Male,"Computer Science",1,8,0,0,1
1985,20,Male,"Computer Science",0,6,0,0,0
1986,21,Male,"Information Technology",1,8,1,0,1
1987,19,Female,Electrical,1,7,0,0,1
1988,21,Male,Civil,0,6,0,0,0
1989,22,Male,Civil,0,8,1,0,1
1990,19,Male,Mechanical,0,7,1,0,0
1991,19,Male,"Computer Science",0,7,0,1,0
1992,22,Male,Electrical,0,8,0,0,1
1993,20,Male,"Computer Science",0,8,0,0,1
1994,22,Male,"Computer Science",1,9,0,0,1
1995,20,Female,Mechanical,1,7,0,0,0
1996,20,Female,Civil,1,9,1,0,1
1997,22,Female,"Computer Science",1,8,1,0,1
1998,21,Male,Mechanical,0,6,1,0,1
1999,22,Male,"Information Technology",0,6,0,0,0
2000,20,Male,"Computer Science",2,7,0,1,1
2001,19,Male,"Computer Science",1,8,0,0,1
2002,21,Male,"Computer Science",0,5,0,0,0
2003,20,Female,Electrical,3,6,0,1,0
2004,21,Female,"Electronics And Communication",0,7,0,0,0
2005,20,Male,Civil,0,8,1,0,1
2006,21,Male,"Information Technology",0,6,0,0,0
2007,19,Male,Mechanical,1,7,1,0,0
2008,22,Male,"Information Technology",1,5,1,0,0
2009,22,Male,"Computer Science",1,6,0,0,0
2010,19,Male,"Information Technology",1,9,1,0,1
2011,19,Male,Mechanical,1,8,1,0,1
2012,19,Male,Mechanical,3,7,1,0,1
2013,21,Male,Electrical,1,6,0,0,0
2014,21,Male,Electrical,0,5,1,0,0
2015,21,Male,Mechanical,0,8,1,0,1
2016,20,Female,"Computer Science",0,9,1,1,1
2017,20,Male,"Computer Science",0,6,0,0,0
2018,21,Male,"Computer Science",1,6,0,0,1
2019,20,Male,Mechanical,1,6,1,0,0
2020,22,Male,"Information Technology",1,5,0,0,0
2021,20,Male,"Computer Science",1,8,0,0,1
2022,21,Male,"Electronics And Communication",0,7,0,0,0
2023,20,Male,Mechanical,2,6,1,0,1
2024,21,Male,"Information Technology",3,9,1,0,1
2025,20,Male,"Computer Science",0,7,0,1,0
2026,22,Male,Mechanical,0,5,0,0,0
2027,20,Male,"Computer Science",0,6,0,0,0
2028,21,Male,"Computer Science",2,7,0,0,0
2029,20,Male,"Computer Science",0,6,0,0,0
2030,20,Male,"Information Technology",3,9,1,0,1
2031,21,Male,"Computer Science",1,8,0,0,1
2032,22,Male,Mechanical,0,8,1,0,1
2033,20,Male,"Electronics And Communication",1,6,1,1,0
2034,19,Male,"Electronics And Communication",1,6,0,1,1
2035,20,Female,Civil,1,7,0,0,0
2036,20,Male,Mechanical,1,9,1,0,1
2037,19,Male,"Electronics And Communication",1,7,0,0,1
2038,20,Male,Civil,2,9,1,0,1
2039,19,Female,"Electronics And Communication",0,8,0,0,1
2040,21,Male,Mechanical,1,8,1,0,1
2041,19,Male,"Electronics And Communication",1,7,0,1,0
2042,22,Male,"Electronics And Communication",1,7,1,1,1
2043,21,Female,"Information Technology",0,6,0,0,0
2044,22,Female,"Computer Science",1,6,1,0,0
2045,22,Male,Electrical,1,7,1,1,0
2046,20,Male,"Computer Science",0,6,0,0,0
2047,22,Male,Mechanical,1,6,1,0,0
2048,19,Female,"Information Technology",1,8,0,0,1
2049,21,Male,Mechanical,0,6,1,1,0
2050,19,Male,"Information Technology",1,7,0,0,0
2051,20,Male,"Information Technology",0,7,0,1,0
2052,21,Male,"Computer Science",1,6,0,0,0
2053,22,Male,Mechanical,1,7,1,0,0
2054,21,Female,Electrical,0,7,1,1,0
2055,22,Male,Civil,0,8,1,0,1
2056,20,Male,"Computer Science",1,8,0,0,1
2057,22,Female,"Electronics And Communication",0,6,0,0,0
2058,21,Male,Civil,1,6,0,0,0
2059,19,Male,Mechanical,0,7,1,0,0
2060,20,Male,"Electronics And Communication",1,6,0,0,0
2061,22,Male,"Electronics And Communication",1,6,0,0,0
2062,19,Male,"Information Technology",2,6,0,0,1
2063,19,Male,Civil,0,6,0,0,0
2064,21,Male,Mechanical,1,6,1,1,0
2065,22,Male,"Information Technology",2,8,0,0,1
2066,19,Male,Electrical,0,7,0,0,0
2067,20,Male,"Computer Science",1,8,0,0,1
2068,19,Male,"Information Technology",0,8,0,0,1
2069,21,Male,Civil,0,7,1,0,0
2070,20,Male,"Electronics And Communication",0,6,0,0,0
2071,21,Female,"Information Technology",1,7,0,0,1
2072,19,Male,Civil,1,7,0,0,0
2073,22,Male,"Information Technology",0,8,0,1,1
2074,19,Male,Mechanical,0,7,1,0,0
2075,21,Male,Electrical,1,8,0,0,1
2076,21,Male,"Information Technology",2,7,0,0,1
2077,21,Male,Civil,0,7,0,1,0
2078,20,Male,Electrical,0,6,0,0,0
2079,22,Male,Mechanical,0,6,1,1,0
2080,19,Male,"Computer Science",1,6,0,0,1
2081,20,Male,"Information Technology",0,8,0,0,1
2082,20,Female,"Computer Science",0,7,1,1,1
2083,19,Female,Mechanical,1,6,1,0,0
2084,19,Female,"Computer Science",1,7,1,0,1
2085,22,Female,"Computer Science",2,7,1,0,0
2086,19,Male,Electrical,0,6,0,1,0
2087,22,Male,Mechanical,0,6,1,0,0
2088,19,Male,"Electronics And Communication",0,7,0,0,1
2089,20,Male,Civil,0,6,0,0,0
2090,19,Male,Electrical,0,7,0,0,0
2091,20,Male,"Computer Science",1,7,0,0,0
2092,20,Male,"Computer Science",0,6,0,1,1
2093,21,Male,"Computer Science",2,6,0,0,1
2094,21,Female,"Computer Science",1,8,1,0,1
2095,20,Male,"Computer Science",0,7,0,0,0
2096,19,Male,Mechanical,0,6,1,0,0
2097,19,Male,"Computer Science",1,8,0,0,1
2098,19,Male,"Computer Science",2,8,0,0,1
2099,21,Male,Electrical,1,6,0,0,0
2100,20,Male,"Computer Science",0,7,0,0,0
2101,22,Male,Mechanical,0,6,1,0,0
2102,20,Male,Electrical,1,6,0,0,1
2103,21,Male,Electrical,0,7,1,0,0
2104,22,Female,"Computer Science",3,6,1,0,1
2105,22,Male,"Electronics And Communication",0,8,0,0,1
2106,21,Male,Electrical,0,7,0,0,0
2107,21,Male,Electrical,0,7,0,0,0
2108,20,Male,"Computer Science",0,8,0,1,1
2109,22,Male,"Electronics And Communication",1,6,0,0,0
2110,19,Male,"Information Technology",2,8,0,0,1
2111,20,Male,Mechanical,1,8,1,0,1
2112,22,Male,"Electronics And Communication",1,6,0,0,0
2113,21,Male,"Computer Science",1,6,0,0,0
2114,22,Male,"Information Technology",0,7,0,0,1
2115,20,Male,Mechanical,0,6,1,1,0
2116,20,Male,Mechanical,0,7,1,0,0
2117,21,Male,"Computer Science",0,8,0,0,1
2118,20,Male,Civil,1,8,0,0,1
2119,22,Male,Civil,0,8,0,0,1
2120,22,Male,Civil,0,6,0,0,0
2121,22,Male,"Computer Science",1,8,0,0,1
2122,21,Male,"Computer Science",0,8,0,1,1
2123,19,Male,Civil,1,6,0,0,0
2124,22,Male,Electrical,0,8,0,0,1
2125,21,Male,Civil,0,6,1,0,0
2126,21,Male,"Electronics And Communication",0,6,0,0,0
2127,20,Male,Electrical,0,6,0,0,0
2128,20,Male,"Electronics And Communication",1,8,0,0,1
2129,22,Male,"Computer Science",1,6,0,0,1
2130,19,Male,"Computer Science",0,8,0,0,1
2131,19,Male,Mechanical,0,8,1,1,1
2132,20,Male,"Information Technology",1,6,0,1,0
2133,19,Female,"Information Technology",1,6,0,0,0
2134,21,Male,Electrical,0,6,0,0,0
2135,21,Female,Mechanical,1,6,0,0,0
2136,22,Male,Mechanical,0,8,0,0,1
2137,21,Male,"Computer Science",1,8,0,0,1
2138,19,Female,"Electronics And Communication",1,8,0,1,1
2139,19,Male,"Electronics And Communication",0,7,0,0,1
2140,21,Male,"Electronics And Communication",0,8,0,0,1
2141,21,Male,Civil,1,6,0,0,0
2142,19,Male,Mechanical,1,8,1,1,1
2143,20,Male,"Electronics And Communication",1,7,0,0,1
2144,19,Male,Mechanical,0,7,1,0,0
2145,19,Male,Civil,0,8,1,1,1
2146,19,Male,Mechanical,0,7,0,0,0
2147,19,Male,"Information Technology",0,6,0,0,0
2148,19,Male,Electrical,2,7,0,0,1
2149,20,Female,"Computer Science",0,7,1,0,0
2150,22,Female,Civil,1,6,0,0,0
2151,19,Male,Civil,1,6,0,0,1
2152,20,Male,"Computer Science",1,7,0,0,1
2153,22,Male,"Information Technology",1,6,0,0,1
2154,19,Male,"Computer Science",0,7,0,1,1
2155,19,Female,Electrical,0,7,0,0,0
2156,22,Male,"Computer Science",1,7,0,0,0
2157,21,Male,Civil,0,8,0,0,1
2158,20,Male,Civil,1,8,0,0,1
2159,21,Male,"Electronics And Communication",2,8,0,0,1
2160,20,Female,"Computer Science",0,6,1,1,0
2161,21,Male,Electrical,1,7,0,0,1
2162,22,Male,"Computer Science",1,7,0,0,0
2163,22,Female,"Information Technology",3,6,1,1,0
2164,20,Male,"Computer Science",2,7,0,0,1
2165,20,Male,"Computer Science",2,6,0,0,1
2166,19,Male,Mechanical,1,6,1,1,0
2167,22,Male,"Information Technology",1,8,1,0,1
2168,22,Male,Mechanical,0,8,0,0,1
2169,22,Female,"Electronics And Communication",1,7,1,0,0
2170,20,Male,Electrical,0,8,0,1,1
2171,21,Male,"Information Technology",1,8,1,0,1
2172,21,Male,"Computer Science",0,6,0,0,0
2173,21,Male,"Information Technology",0,6,0,0,0
2174,21,Male,"Information Technology",0,8,0,0,1
2175,20,Female,Civil,1,6,0,1,0
2176,19,Male,"Information Technology",0,7,0,0,0
2177,20,Female,"Information Technology",0,6,0,0,0
2178,22,Male,Mechanical,1,8,1,0,1
2179,22,Female,Electrical,0,7,0,0,0
2180,19,Male,"Computer Science",1,6,0,0,0
2181,21,Male,"Information Technology",1,7,0,0,0
2182,22,Male,Civil,0,6,1,0,0
2183,19,Female,Electrical,1,7,0,0,1
2184,19,Male,Civil,1,8,0,0,1
2185,21,Male,"Computer Science",1,6,0,0,0
2186,20,Male,"Computer Science",1,7,0,0,0
2187,19,Male,Electrical,0,8,0,1,1
2188,20,Male,"Information Technology",1,8,0,0,1
2189,19,Female,"Electronics And Communication",0,6,0,0,0
2190,20,Male,"Computer Science",1,6,0,0,0
2191,19,Male,"Information Technology",1,7,0,0,0
2192,22,Male,Mechanical,0,8,0,0,1
2193,20,Female,"Computer Science",1,8,1,0,1
2194,19,Male,"Electronics And Communication",1,8,0,0,1
2195,19,Male,Civil,0,6,0,0,0
2196,19,Male,Civil,0,8,1,1,1
2197,20,Male,Mechanical,0,8,1,0,1
2198,19,Male,"Electronics And Communication",0,8,0,0,1
2199,20,Male,"Information Technology",1,7,0,0,0
2200,22,Male,"Information Technology",0,6,0,0,0
2201,28,Male,"Computer Science",0,6,0,0,1
2202,22,Male,"Computer Science",1,7,0,0,0
2203,22,Female,"Electronics And Communication",1,7,0,0,0
2204,20,Male,Civil,0,7,0,0,0
2205,20,Male,"Electronics And Communication",1,6,0,0,0
2206,21,Female,"Information Technology",0,6,0,0,0
2207,22,Male,"Information Technology",0,6,0,0,0
2208,21,Male,"Information Technology",0,7,0,0,0
2209,20,Female,"Electronics And Communication",0,7,0,0,1
2210,19,Male,"Electronics And Communication",1,6,1,0,0
2211,19,Male,Electrical,2,7,0,1,1
2212,19,Male,"Computer Science",1,7,0,0,0
2213,21,Male,"Information Technology",0,8,0,0,1
2214,21,Male,"Computer Science",0,7,0,0,0
2215,21,Male,"Computer Science",1,6,0,0,0
2216,22,Male,Mechanical,1,6,0,0,0
2217,20,Male,Civil,0,8,0,0,1
2218,21,Male,"Information Technology",0,8,0,0,1
2219,22,Male,Civil,1,7,0,0,0
2220,20,Male,"Electronics And Communication",1,7,0,0,0
2221,22,Male,Mechanical,0,7,1,0,0
2222,20,Male,"Information Technology",0,6,0,0,0
2223,19,Male,Mechanical,0,8,1,0,1
2224,22,Male,"Information Technology",1,8,0,0,1
2225,19,Male,Electrical,0,6,0,0,0
2226,22,Male,Civil,0,7,0,0,0
2227,22,Male,"Information Technology",0,8,0,0,1
2228,22,Male,Civil,0,7,0,0,0
2229,21,Male,Electrical,0,8,0,0,1
2230,21,Female,"Information Technology",0,8,0,0,1
2231,20,Male,Mechanical,0,7,1,1,0
2232,21,Male,Civil,0,7,0,0,0
2233,19,Male,Mechanical,1,8,1,0,1
2234,21,Male,Mechanical,0,7,0,0,0
2235,21,Male,"Information Technology",1,6,0,0,0
2236,21,Male,"Electronics And Communication",0,8,0,0,1
2237,19,Male,Mechanical,1,8,0,1,1
2238,22,Male,"Computer Science",0,9,0,0,1
2239,19,Male,"Computer Science",0,7,0,1,0
2240,22,Male,"Information Technology",0,7,0,0,0
2241,22,Male,Civil,1,6,1,0,0
2242,19,Male,Electrical,0,8,0,0,1
2243,19,Female,"Computer Science",1,6,1,0,0
2244,22,Male,"Information Technology",1,8,0,0,1
2245,22,Male,Civil,1,7,0,0,0
2246,22,Male,Mechanical,2,7,1,0,0
2247,21,Male,"Information Technology",1,8,0,0,1
2248,21,Male,"Computer Science",1,9,0,0,1
2249,21,Male,"Information Technology",0,9,0,0,1
2250,19,Male,Electrical,2,8,0,1,1
2251,22,Male,Civil,0,7,0,1,0
2252,21,Female,Mechanical,1,6,1,1,0
2253,21,Male,"Information Technology",1,8,0,0,1
2254,21,Male,Electrical,0,7,0,0,0
2255,21,Male,"Electronics And Communication",0,8,0,0,1
2256,20,Male,Electrical,0,8,0,1,1
2257,21,Male,Electrical,0,9,0,0,1
2258,20,Male,Mechanical,1,8,1,0,1
2259,21,Male,"Electronics And Communication",0,8,0,0,1
2260,19,Male,"Computer Science",2,6,0,0,1
2261,22,Male,"Information Technology",1,9,1,0,1
2262,21,Male,"Information Technology",0,6,0,1,0
2263,22,Male,Mechanical,0,9,1,0,1
2264,22,Male,"Information Technology",1,7,0,0,0
2265,22,Male,"Computer Science",0,7,0,0,0
2266,22,Male,Civil,1,8,0,0,1
2267,21,Male,"Information Technology",1,8,1,1,1
2268,21,Male,"Computer Science",1,7,0,0,0
2269,21,Male,"Information Technology",0,7,0,0,0
2270,21,Male,"Information Technology",0,7,0,0,0
2271,21,Male,Electrical,0,7,0,0,0
2272,22,Female,"Electronics And Communication",2,7,0,0,0
2273,21,Male,Electrical,1,7,0,1,1
2274,22,Male,"Information Technology",0,6,0,1,0
2275,19,Male,Civil,0,6,1,0,0
2276,22,Male,"Computer Science",1,8,0,0,1
2277,21,Male,"Electronics And Communication",1,6,1,1,0
2278,21,Male,"Electronics And Communication",0,9,0,0,1
2279,19,Female,"Computer Science",1,7,1,0,0
2280,25,Male,"Information Technology",0,7,0,0,1
2281,21,Male,"Computer Science",0,6,0,1,0
2282,26,Male,Electrical,0,7,1,0,0
2283,24,Male,"Information Technology",1,6,0,1,1
2284,25,Male,"Electronics And Communication",0,6,0,0,1
2285,26,Female,"Computer Science",0,7,1,0,0
2286,20,Male,"Information Technology",0,7,0,0,0
2287,26,Male,"Computer Science",1,7,0,0,1
2288,20,Male,Electrical,0,7,1,0,0
2289,26,Male,"Computer Science",1,6,0,0,1
2290,19,Male,"Electronics And Communication",1,8,0,1,1
2291,26,Male,"Information Technology",2,7,0,0,1
2292,19,Male,"Computer Science",1,6,0,0,0
2293,24,Female,"Computer Science",1,7,0,0,0
2294,21,Male,Civil,0,8,1,0,1
