"Movie Name","Release Period","Whether Remake","Whether Franchise",Genre,star_rating,"New Actor","New Director","New Music Director","Lead Star",Director,"Music Director","Number of Screens",Revenue(INR),Budget(INR)
Shree,Normal,No,No,thriller,8.4,Yes,Yes,Yes,"Hussain Kuwajerwala","Rajesh Bachchani","Talaash - Band Of Seekers",100,30000000,1750000
"Chaska - An Addiction",Holiday,No,No,adult,8.4,Yes,Yes,Yes,"Hyder Ali","Hridhay Sharma","Sunil Singh",1,2000000,1250000
Aishwarya,Normal,No,No,drama,8.4,Yes,No,No,"Ihad Khan","Joy Augustine","Vishnu Narayan",45,5500000,3600000
"Dil Dosti Etc",Normal,No,No,drama,8.4,Yes,Yes,Yes,"Imaad Shah","Manish Tiwary",Agnee,135,35000000,37400000
404,Normal,No,No,thriller,8.4,No,No,Yes,"Imaad Shah","Prawal Raman","Imaad Shah",225,40000000,15700000
"Bhookh - The Hunger Of Body",Holiday,No,No,adult,8.4,Yes,No,No,Imran,"Kishan Shah","Sawan Kumar Sawan",3,2500000,2100000
"Jaane Tu... Ya Jaane Na",Holiday,No,No,love_story,8.4,No,Yes,No,"Imran Khan","Abbas Tyrewala","A.R. Rehman",600,150000000,842022500
"Delhi Belly",Holiday,No,No,comedy,8.4,No,Yes,No,"Imran Khan","Abhinay Deo","Ram Sampath",1250,230000000,911950000
"Mere Brother Ki Dulhan",Holiday,No,No,rom__com,8.4,No,Yes,No,"Imran Khan","Ali Abbas Zafar","Sohail Sen",1650,320000000,938420000
"Break Ke Baad",Normal,No,No,rom__com,8.4,No,Yes,No,"Imran Khan","Danish Aslam","Vishal - Shekhar",875,220000000,284100000
"Katti Batti",Normal,No,No,rom__com,8.4,No,No,No,"Imran Khan","Nikhil Advani","Shankar - Ehsaan - Loy",1250,320000000,426425000
"I Hate Luv Storys",Normal,No,No,love_story,8.4,No,Yes,Yes,"Imran Khan","Punit Malhotra","Vishal - Shekhar ",1050,230000000,739957500
"Gori Tere Pyaar Mein",Holiday,No,No,rom__com,8.4,No,No,No,"Imran Khan","Punit Malhotra","Vishal - Shekhar",1400,450000000,311207500
Kidnap,Holiday,No,No,thriller,8.4,No,No,No,"Imran Khan","Sanjay Gadhvi",Pritam,875,310000000,356060000
"Matru Ki Bijlee Ka Mandola",Holiday,No,No,drama,8.4,No,No,No,"Imran Khan","Vishal Bhardwaj","Vishal Bhardwaj",1850,410000000,617615000
Ziyarat,Normal,No,No,drama,8.4,Yes,Yes,Yes,"Irfan Choudhary","Suresh K. Goswami","Bhajan Sopori",2,4000000,35000
"Life In A Metro",Normal,No,No,drama,8.4,No,No,No,"Irrfan Khan","Anurag Basu",Pritam,225,95000000,244535000
Rog,Normal,No,No,suspense,8.4,No,No,No,"Irrfan Khan","Himanshu Brahmbhatt","M.M. Kreem",160,35000000,32300000
"Apna Asmaan",Normal,No,No,drama,8.4,No,Yes,Yes,"Irrfan Khan","Kaushik Roy","Lesle Lewis",45,30000000,1700000
Talvar,Holiday,No,No,drama,8.4,No,No,No,"Irrfan Khan","Meghna Gulzar","Vishal Bhardwaj",675,170000000,471780000
Billu,Holiday,Yes,No,comedy,8.4,No,No,No,"Irrfan Khan",Priyadarshan,Pritam,1050,270000000,474512500
"Hindi Medium",Normal,No,No,comedy,8.4,No,No,No,"Irrfan Khan","Saket Chaudhary","Sachin - Jigar",1050,230000000,918550000
"Yeh Saali Zindagi",Normal,No,No,thriller,8.4,No,No,Yes,"Irrfan Khan","Sudhir Mishra","Nishat Khan",650,110000000,148100000
"Qarib Qarib Singlle",Normal,No,No,rom__com,8.4,No,No,No,"Irrfan Khan","Tanuja Chandra","Rochak Kohli",900,170000000,210300000
"Paan Singh Tomar",Normal,No,No,drama,8.4,No,No,No,"Irrfan Khan","Tigmanshu Dhulia","Abhishek Ray",300,70000000,201800000
"C U At 9",Normal,No,No,suspense,8.4,Yes,Yes,Yes,Isaiah,"Marlon Rodrigues","Tapas Relia",35,8000000,2700000
Shabri,Holiday,No,No,drama,8.4,No,Yes,No,"Isha Koppikar","Lalit Marathe","Raju Singh",75,35000000,1650000
Aashiqui.in,Holiday,No,No,love_story,8.4,Yes,Yes,Yes,"Ishaan Manhaas",Shankhadeep,"Nitin Kumar Gupta",30,25000000,650000
"Ab To Jaago",Normal,No,No,drama,8.4,Yes,No,Yes,"Ishaan Tandon","Iqbal Ali","Jalalludin Khan",1,1500000,35000
Sixteen,Normal,No,No,drama,8.4,Yes,Yes,Yes,"Izabelle Leite","Raj Purohit","Adam Avil - Eddie Avil",300,27500000,17600000
"Kaand - Black Scandal",Holiday,No,No,drama,8.4,Yes,No,Yes,"J.B. Rana","Santosh Gupta",Param,10,3000000,425000
"Bhoot Returns",Normal,No,Yes,horror,8.4,No,No,No,"J.D. Chakravarthi","Ram Gopal Verma","Sandeep Chowta",925,75000000,63920000
"Daal Mein Kuch Kaala Hai!",Normal,No,No,comedy,8.4,No,Yes,Yes,"Jackie Shroff","Anand Balraj",Aabfm,125,40000000,5300000
"Thodi Life Thoda Magic",Normal,No,No,drama,8.4,No,No,No,"Jackie Shroff","Anand L. Rai","Vinay Tiwari",30,12500000,550000
"Maalik Ek",Normal,No,No,mythological,8.4,No,No,No,"Jackie Shroff","Deepak Balraj Vij","Jaideep Choudhury",75,10000000,875000
"Married To America",Holiday,No,No,thriller,8.3,No,No,Yes,"Jackie Shroff","Dilip Shankar","Anwar Hussain",150,25000000,2200000
"Musaa - The Most Wanted",Normal,No,No,thriller,8.3,No,No,No,"Jackie Shroff","Himanshu Brahmbhatt","Santosh Sharma",40,12500000,1400000
"We R Friends",Normal,No,No,drama,8.3,No,Yes,No,"Jackie Shroff","Jaidev Chakravorty","Anand - Milind",20,10000000,950000
"Dilliwali Zaalim Girlfriend",Holiday,No,No,rom__com,8.3,No,Yes,Yes,"Jackie Shroff","Japinder Kaur Baweja","Jazzy Bains",575,75000000,30900000
"Bhoot And Friends",Holiday,No,No,drama,8.3,No,No,No,"Jackie Shroff","Kittu Saluja","Sunil Singh",25,15000000,150000
"Kahin Hai Mera Pyar",Normal,No,No,love_story,8.3,No,Yes,No,"Jackie Shroff","Mahesh Vaijnath Doijode","Nikhil Kamath",275,45000000,2275000
"Hum Do Anjaane",Normal,No,No,action,8.3,No,No,Yes,"Jackie Shroff","Milind Swamy","Prashant Singh",30,15000000,750000
"Bhoot Unkle",Normal,No,No,drama,8.3,No,Yes,No,"Jackie Shroff","Mukesh Saigal","Baba Sehgal",20,25000000,500000
"Ek Second... Jo Zindagi Badal De?",Normal,No,No,thriller,8.3,No,No,No,"Jackie Shroff","Partho Ghosh","Anand Raj Anand",175,27500000,4400000
Vidyaarthi,Normal,No,No,drama,8.3,No,No,No,"Jackie Shroff","Rakesh Kakaria","Anand Raj Anand",5,15000000,325000
"Mera Dil Leke Dekkho",Holiday,No,No,rom__com,8.3,No,Yes,No,"Jackie Shroff","Rohit Kaushik","Jatin - Lalit",70,27500000,1825000
"Kitkit + Cricket = Kirkit",Normal,No,No,drama,8.3,No,Yes,No,"Jackie Shroff","Shashi Pritam","Shashi Pritam",40,7500000,450000
Rangrezz,Normal,No,No,drama,8.3,No,No,No,"Jacky Bhagnani",Priyadarshan,"Sajid - Wajid",1150,230000000,97181250
F.A.L.T.U,Holiday,No,No,comedy,8.3,No,Yes,No,"Jacky Bhagnani","Remo D'Souza","Sachin - Jigar",1200,200000000,329200000
"Ajab Gazabb Love",Holiday,No,No,comedy,8.3,No,No,No,"Jacky Bhagnani","Sanjay Gadhvi","Sajid - Wajid",850,290000000,102090000
Youngistaan,Holiday,No,No,drama,8.3,No,Yes,No,"Jacky Bhagnani","Syed Ahmed Afzal","Jeet Ganguly",1000,280000000,94500000
Www.Love.com,Holiday,No,No,thriller,8.3,Yes,Yes,Yes,"Jai Kalra","Vinod Mukhi","Mika Singh",50,15000000,2050000
"My Bollywood Bride",Normal,No,No,rom__com,8.3,Yes,Yes,No,"Jason Lewis","Rajeev Virani","Anu Malik",10,67500000,72500
"Ye Stupid Pyar",Normal,No,No,love_story,8.3,Yes,Yes,Yes,"Jatin Khurana","Rakesh Jain","Reeky Dev",20,10000000,225000
"The Forest",Normal,No,No,thriller,8.3,No,Yes,Yes,"Javed Jaffrey","Ashvin Kumar","Matt Robertson",15,15000000,390000
"Love Songs",Normal,No,No,drama,8.3,No,Yes,Yes,"Jaya Bachchan","Jayabrato Chatterjee","Usha Uthup",18,5000000,1125000
Bazaar-E-Husn,Normal,No,No,drama,8.3,No,Yes,No,"Jeet Goswami","Ajay Mehra",Khayyam,10,4500000,100000
"Ho Jaata Hai Pyar",Normal,No,No,love_story,8.3,No,Yes,No,Jeetendra,"Basit Khan","Uttam Singh",5,8000000,650000
"Delhii Heights",Holiday,No,No,drama,8.3,No,Yes,Yes,"Jimmy Shergill","Anand Kumar","Rabbi Shergill",160,42500000,9900000
Strangers,Normal,No,No,drama,8.3,No,Yes,Yes,"Jimmy Shergill","Anand L. Rai","Vinay Tiwari",100,37500000,6150000
"Victoria No. 203",Normal,No,No,comedy,8.3,No,No,No,"Jimmy Shergill","Anant Mahadevan","Viju Shah",165,90000000,13500000
"Four Two Ka One",Normal,No,No,comedy,8.3,No,Yes,Yes,"Jimmy Shergill","Anwer Khan","J.D. Singh - Rajan",65,60000000,2650000
"Chhodon Naa Yaar",Normal,No,No,thriller,8.3,No,Yes,No,"Jimmy Shergill","Dilip Sood","Anand Raj Anand",70,32500000,2650000
Rehguzar,Normal,No,No,drama,8.3,No,Yes,No,"Jimmy Shergill","Faruq Masudi","Aadesh Shrivastava",8,22500000,270000
"A Flat",Normal,No,No,thriller,8.3,No,Yes,No,"Jimmy Shergill","Hemant Madhukar","Bappa Lahiri",175,55000000,4200000
"Bachelor Party",Normal,No,No,comedy,8.3,No,No,Yes,"Jimmy Shergill","Ishaan Trivedi","Arun Bhairav",50,25000000,1320000
Fugly,Normal,No,No,drama,8.3,No,No,No,"Jimmy Shergill","Kabir Sadanand","Honey Singh",950,180000000,148278750
Umar,Normal,No,No,drama,8.3,No,No,No,"Jimmy Shergill","Karan Razdan","Shamir Tandon",55,35000000,4001000
Silsiilay,Normal,No,No,drama,8.3,No,No,No,"Jimmy Shergill","Khalid Mohamed","Himesh Reshammiya",125,60000000,17835500
"Bas Ek Pal",Normal,No,No,drama,8.3,No,Yes,Yes,"Jimmy Shergill",Onir,"Vivek Philip",70,47500000,8400000
"Darr @ The Mall",Holiday,No,No,horror,8.3,No,No,No,"Jimmy Shergill","Pawan Kirpalani","Shankar - Ehsaan - Loy",1200,160000000,78400000
Yahaan,Normal,No,No,drama,8.3,No,Yes,No,"Jimmy Shergill","Shoojit Sircar","Shantanu Moitra",55,35000000,16700000
"Hastey Hastey - Follow Your Heart",Normal,No,No,comedy,8.3,No,Yes,No,"Jimmy Shergill",Tony,"Anu Malik",175,45000000,13000000
"Jhoota Hi Sahi",Holiday,No,No,rom__com,8.3,No,No,No,"John Abraham","Abbas Tyrewala","A.R. Rehman",650,350000000,155850000
"Force 2",Normal,No,Yes,action,8.3,No,No,No,"John Abraham","Abhinay Deo","Amal Malik",2250,410000000,526062500
"Welcome Back",Holiday,No,Yes,comedy,8.3,No,No,No,"John Abraham","Anees Bazmee","Meet Bros",3200,1080000000,1687670000
"No Smoking",Holiday,No,No,drama,8.3,No,Yes,No,"John Abraham","Anurag Kashyap","Vishal Bhardwaj",225,75000000,34930000
Water,Normal,No,No,drama,8.3,No,No,No,"John Abraham","Deepa Mehta","A.R. Rehman",175,120000000,23600000
"Kabul Express",Normal,No,No,drama,8.2,No,Yes,Yes,"John Abraham","Kabir Khan","Raghav Sachar",275,120000000,214025000
"New York",Normal,No,No,thriller,8.2,No,No,No,"John Abraham","Kabir Khan",Pritam,1200,280000000,783367500
"I, Me Aur Main",Normal,No,No,rom__com,8.2,No,Yes,No,"John Abraham","Kapil Sharma",Pritam,975,200000000,137885000
"Taxi Number 9 2 11",Holiday,No,No,drama,8.2,No,No,No,"John Abraham","Milan Luthria","Vishal - Shekhar",400,100000000,321700000
Aashayein,Normal,No,No,drama,8.2,No,No,No,"John Abraham","Nagesh Kukunoor","Salim - Sulaiman",425,180000000,34675000
Force,Holiday,No,No,action,8.2,No,No,No,"John Abraham","Nishikant Kamat","Harris Jayraj",1450,280000000,390320000
"Rocky Handsome",Holiday,No,No,thriller,8.2,No,No,Yes,"John Abraham","Nishikant Kamat","Bombay Rockers",1900,430000000,355818750
Dishoom,Normal,No,No,action,8.2,No,No,No,"John Abraham","Rohit Dhawan",Pritam,3000,610000000,1187630000
Karam,Normal,No,No,thriller,8.2,No,Yes,No,"John Abraham","Sanjay F. Gupta","Vishal - Shekhar",225,57500000,77625000
"Shootout At Wadala",Normal,No,Yes,action,8.2,No,No,No,"John Abraham","Sanjay Gupta","Anand Raj Anand",2200,490000000,825542500
"Madras Cafe",Normal,No,No,thriller,8.2,No,No,No,"John Abraham","Shoojit Sircar","Shantanu Moitra",1050,350000000,675640000
"Dhan Dhana Dhan Goal",Holiday,No,No,drama,8.2,No,No,No,"John Abraham","Vivek Agnihotri",Pritam,650,190000000,217243750
"Mein Bikaaoo On Sale",Holiday,No,No,drama,8.2,Yes,No,No,"Joysen Gupta","B.R. Ishara","Raju Singh",1,3000000,575000
"7 1/2 Phere",Normal,No,No,comedy,8.2,No,Yes,No,"Juhi Chawla","Ishaan Trivedi","Shantanu Moitra",50,20000000,15200000
"I Am",Holiday,No,No,drama,8.2,No,No,No,"Juhi Chawla",Onir,"Vivek Philip",75,17500000,6700000
"Main Hoon Krishna",Holiday,No,No,animation,8.2,No,No,No,"Juhi Chawla","Rajiv S. Ruia","Amjad - Nadeem",175,50000000,2900000
"Sardi Mein Garmi",Normal,No,No,adult,8.2,Yes,No,Yes,"Jyoti Dev","Tilak Chutani",Aman,1,1500000,500000
Topless,Normal,No,No,adult,8.2,Yes,No,No,K.Gauri,"Nabh Kumar Raju","Bappi Lahiri",30,12500000,4900000
"26th July At Barista",Normal,No,No,drama,8.2,Yes,No,Yes,"Kabir Sawhney","Mohan Sharma",Sandarbh,50,10000000,1325000
"Main Tere Ishq Mein",Normal,No,No,love_story,8.2,Yes,Yes,No,"Kaif Khan",Manish,"Jayant Aaryan",1,4000000,950000
"Mudrank - The Stamp",Normal,No,No,drama,8.2,Yes,Yes,No,"Kailash Manav","Shakir Shaikh","Bappi Lahiri",15,3000000,650000
"We Are Family",Holiday,Yes,No,drama,8.2,No,Yes,No,Kajol,"Siddharth Malhotra","Shankar - Ehsaan - Loy",900,300000000,420490000
"Dhund Lenge Manzil Hum",Holiday,No,No,drama,8.2,Yes,Yes,No,"Kalaynji Jana","R. Gautam","Vaishnav Deva",5,2500000,275000
"That Girl in Yellow Boots",Normal,No,No,drama,8.2,No,No,Yes,"Kalki Koechlin","Anurag Kashyap","Naren Chandavarkar",200,40000000,27100000
"Margarita With A Straw",Normal,No,No,drama,8.2,No,No,No,"Kalki Koechlin","Shonali Bose","Mikey McCleary",250,65000000,74300000
"Janleva 555",Holiday,No,No,thriller,8.2,No,Yes,Yes,"Kalpana Pandit","Sandeep Malani","Mike Paul Hughes",70,20000000,2550000
Deshdrohi,Normal,No,No,action,8.2,Yes,No,Yes,"Kamaal R. Khan","Jagdish Sharma",Nikhil,75,30000000,8900000
"Mumbai Xpress",Holiday,No,No,comedy,8.2,No,Yes,No,"Kamal Hassan","Singeetam Srinivasa Rao",Ilaiyaraja,150,45000000,51750000
"Phaans - Ek Jasoos Ki Kahani",Holiday,No,No,thriller,8.2,Yes,No,No,"Kanan Malhotra","A. Chitransh","Dilip Sen",10,4500000,175000
Simran,Normal,No,No,drama,8.2,No,No,No,"Kangana Ranaut","Hansal Mehta","Sachin - Jigar",1550,280000000,263025000
"Revolver Rani",Normal,No,No,drama,8.2,No,Yes,No,"Kangana Ranaut","Sai Kabir","Sanjeev Srivastava",1600,270000000,118700000
Queen,Normal,No,No,drama,8.2,No,Yes,No,"Kangana Ranaut","Vikas Bahl","Amit Trivedi",800,230000000,974180000
Rajjo,Holiday,No,No,drama,8.2,No,Yes,No,"Kangana Ranaut","Vishwas Patil","Uttam Singh",425,110000000,11900000
Myoho,Normal,No,No,drama,8.2,No,Yes,Yes,Kanwaljeet,"Ranjan Shandilya","Runa Rizvi",25,12500000,315000
Aatma,Normal,No,No,horror,8.2,No,No,No,"Bipasha Basu","Deepak Ramsay","Anu Malik",70,25000000,9400000
"Nishaan - The Mark",Normal,No,No,suspense,8.2,No,Yes,Yes,"Kapil Jhaveri","Sharad Chaudhary","Jeet Ganguly",25,12500000,2600000
"Kis Kisko Pyaar Karoon",Holiday,No,No,comedy,8.2,No,No,Yes,"Kapil Sharma","Abbas - Mustan","Dr. Zeus",1700,160000000,716000000
Firangi,Holiday,No,No,drama,8.2,No,Yes,No,"Kapil Sharma","Rajeev Dhingra","Jatinder Shah",1550,400000000,166040000
Alone,Normal,No,No,horror,8.2,Yes,No,No,"Karan Grover","Bhushan Patel",Mithoon,1600,190000000,258450000
"Aakhri Deal",Normal,No,No,action,8.2,No,Yes,Yes,"Karan Hakku","Paul - Venu","Sahil Fatehpuri",10,1000000,425000
"Love Possible",Normal,No,No,love_story,8.2,Yes,Yes,No,"Karan Mehra","J.H. Nakra","Afsar - Sajid",50,10000000,875000
"Rajula - A Tale From The Himalayas",Holiday,No,No,drama,8.2,No,Yes,Yes,"Karan Sharma","Nitin Tiwari","Sudheer - Milind",10,2500000,575000
"Sadda Adda",Holiday,No,No,drama,8.2,Yes,Yes,No,"Karanvir Sharma","Muazzam Beg","Shamir Tandon",175,27500000,4700000
Zid,Normal,No,No,thriller,8.2,No,No,No,"Karanvir Sharma","Vivek Agnihotri","Toshi - Sharib",1200,100000000,81500000
Heroine,Normal,No,No,drama,8.2,No,No,No,"Kareena Kapoor","Madhur Bhandarkar","Salim - Sulaiman",2000,350000000,571175000
"Ki & Ka",Normal,No,No,rom__com,8.2,No,No,No,"Kareena Kapoor","R. Balki",Mithoon,1600,350000000,993000000
"Ek Main Aur Ekk Tu",Normal,No,No,love_story,8.2,No,Yes,No,"Kareena Kapoor","Shakun Batra","Amit Trivedi",1250,320000000,721100000
"Dangerous Ishhq",Normal,No,No,thriller,8.2,No,No,No,"Karisma Kapoor","Vikram Bhatt","Himesh Reshammiya",1050,260000000,86880000
"Bachao Inside Bhoot Hai",Normal,No,No,horror,8.2,Yes,No,No,"Karron Mallik","Shyam Ramsay","Bappi Lahiri",40,8000000,550000
"Guest In London",Normal,No,No,comedy,8.2,No,No,No,"Kartik Aryan","Ashwini Dhir","Raghav Sachar",1350,280000000,111125000
"Pyaar Ka Punchnama",Normal,No,No,rom__com,8.2,Yes,Yes,Yes,"Kartik Aryan","Luv Ranjan","Clinton Cerejo",550,97500000,170300000
"Akaash Vani",Holiday,No,No,rom__com,8.1,No,No,No,"Kartik Aryan","Luv Ranjan","Hitesh Sonik",450,100000000,30600000
"Pyaar Ka Punchnama 2",Normal,No,Yes,comedy,8.1,No,No,No,"Kartik Tiwari","Luv Ranjan","Hitesh Sonik",1400,220000000,881767500
"Jhansi Ki Rani Laxmibai",Holiday,No,No,action,8.1,Yes,No,Yes,Kashish,"Rajesh Mittal","Amresh Shahabadi",20,20000000,850000
Revati,Holiday,No,No,drama,8.1,No,No,No,"Kashmira Shah","Faroogh Siddiqui","Jatin - Lalit",10,9000000,1500000
Bumboo,Holiday,No,No,comedy,8.1,Yes,Yes,Yes,"Kavin Dave","Jagdish Rajpurohit","Faiz ur Rehmen",175,25000000,3775000
"Bhindi Bazaar Inc",Normal,No,No,thriller,8.1,No,Yes,Yes,"Kay Kay Menon","Ankush Bhatt","Sandeep - Surya",300,50000000,16100000
"Black Friday",Holiday,No,No,drama,8.1,No,Yes,Yes,"Kay Kay Menon","Anurag Kashyap","Indian Ocean",160,45000000,67840000
Gulaal,Normal,No,No,thriller,8.1,No,No,Yes,"Kay Kay Menon","Anurag Kashyap","Piyush Mishra",425,100000000,58900000
Dansh,Normal,No,No,drama,8.1,No,Yes,Yes,"Kay Kay Menon","Kanika Verma","Faizal Qureshi",25,5000000,1000000
"The Stoneman Murders",Holiday,No,No,suspense,8.1,No,Yes,No,"Kay Kay Menon","Manish Gupta","Siddharth - Suhas",175,47500000,8300000
Rahasya,Normal,No,No,suspense,8.1,No,No,No,"Kay Kay Menon","Manish Gupta","Ranjit Barot",325,60000000,15200000
"Mumbai Meri Jaan",Holiday,No,No,drama,8.1,No,Yes,Yes,"Kay Kay Menon","Nishikant Kamat","Samir Phatarpekar",175,35000000,50220000
"Sankat City",Normal,No,No,comedy,8.1,No,Yes,No,"Kay Kay Menon","Pankaj Advani","Ranjit Barot",100,32500000,11400000
"Life Ki Toh Lag Gayi",Normal,No,No,comedy,8.1,No,Yes,Yes,"Kay Kay Menon","Rakesh Mehta","Vinay Jaiswal",100,35000000,1950000
"Ankur Arora Murder Case",Normal,No,No,thriller,8.1,No,No,Yes,"Kay Kay Menon","Suhail Tatari","Inder Bawra",300,75000000,8200000
"Benny And Babloo",Holiday,No,No,comedy,8.1,No,Yes,Yes,"Kay Kay Menon","Yunus Sajawal","Amjad - Nadeem",60,47500000,1000000
"Main Hoon Basanti Tangewali",Holiday,No,No,adult,8.1,Yes,No,Yes,"Kaya Bunti","Suresh Jain","Sayad Ali",1,1000000,675000
"Ladies First",Holiday,No,No,drama,8.1,Yes,No,Yes,"Khushboo Khan","Ashok Mehta","Shiv - Ram",10,2000000,140000
"It Can Be Dangerous - City Of Dreams",Normal,No,No,drama,8.1,No,Yes,Yes,"Kiran Janjani","Mahesh D. Singh","Niranjan - Saket",40,325000,450000
Sitam,Normal,No,No,drama,8.1,No,No,No,"Kiran Janjani","Partho Ghosh","Nikhil - Vinay",15,12500000,1800000
"Jalwa - Fun In Love",Normal,No,No,drama,8.1,No,No,Yes,"Kiran Janjani","Rajiv S. Ruia","Laxmi - Vasant",20,12500000,1765625
"Just 47 - Hum Bhi Insaan Hai",Normal,No,No,drama,8.1,No,Yes,No,"Kiran Karmarkar","Gajendra Ahire","Rahul Ranade",15,8000000,140000
"Shudra - The Rising",Holiday,No,No,drama,8.1,Yes,Yes,Yes,"Kirran Sharad","Sanjiv Jaiswal","Jaan Nissar Lone",225,50000000,11500000
"Mummy Punjabi",Holiday,No,No,drama,8.1,No,Yes,No,"Kirron Kher","Pammi Somal","Aadesh Shrivastava",50,42500000,750000
"Saas Bahu Aur Sensex",Normal,No,No,drama,8.1,No,No,Yes,"Kirron Kher","Shona Urvashi","Randolph Correa",200,52500000,16600000
"Indu Sarkar",Normal,No,No,drama,8.1,No,No,No,"Kirti Kulhari","Madhur Bhandarkar","Anu Malik",875,120000000,60700000
"It's Breaking News",Normal,No,No,drama,8.1,No,Yes,Yes,"Koel Puri","Vishal Inamdar","Kaushal Inamdar",60,20000000,1250000
"Mumbai 118",Normal,No,No,drama,8.1,Yes,Yes,Yes,"Kohinoor Khan","Umesh Gandhi","Liyaqat Asmmen",30,7500000,500000
"Lipstick Under My Burkha",Normal,No,No,drama,8.1,No,No,Yes,"Konkona Sen Sharma","Alankrita Shrivastava","Zubunnisa Bangash",500,70000000,215600000
"Page 3",Holiday,No,No,drama,8.1,Yes,No,Yes,"Konkona Sen Sharma","Madhur Bhandarkar","Shamir Tandon",50,42500000,128393750
"Chai Pani Etc...",Normal,No,No,comedy,8.1,Yes,Yes,Yes,"Konkona Sen Sharma","Manu Rewal","Sawan Datta",12,17500000,1100000
Amu,Normal,No,No,drama,8.1,Yes,Yes,Yes,"Konkona Sen Sharma","Shonali Bose","Nandlal Nayak",4,5000000,362500
"U Bomsi N Me",Normal,No,No,drama,8.1,Yes,Yes,Yes,"Kranti Redkar","Jairaj Padmanabhan","Deepak Pandit",10,3000000,180000
"Love King Murder",Normal,No,No,adult,8.1,No,Yes,Yes,Krishna,Manoj,"A.K. Alrin",15,1500000,900000
"Aur Pappu Pass Ho Gaya",Normal,No,No,comedy,8.1,No,Yes,Yes,"Krishna Abhishek","S. Soni","Ravi Chopra",15,10000000,525000
Shringaar,Normal,No,No,adult,8.1,No,Yes,Yes,"Kumaar Aadarsh","Kumaar Aadarsh","Aditya Shankar",20,4000000,1525000
Rooh,Normal,No,No,horror,8.1,No,No,No,"Kumaar Aadarsh","Sanjay Khandelwal","Vaishnav Deva",10,12500000,825000
"Gailya - The Ghost Of Night",Holiday,No,No,comedy,8.1,Yes,Yes,Yes,"Kumar Jai Baliyaan","Prabhu Dayal Meena","Veivek Asthaana",3,2500000,187500
Hattrick,Holiday,No,No,comedy,8.1,No,No,No,"Kunal Kapoor","Milan Luthria",Pritam,400,90000000,72580000
"Luv Shuv Tey Chicken Khurana",Holiday,No,No,comedy,8.1,No,Yes,No,"Kunal Kapoor","Sameer Sharma","Amit Trivedi",450,110000000,109780000
"Raag Desh",Normal,No,No,drama,8.1,No,No,Yes,"Kunal Kapoor","Tigmanshu Dhulia","Rana Mazumder",625,9500000,11800000
99,Normal,No,No,drama,8.1,No,Yes,Yes,"Kunal Khemu","Krishna D.K","Roshan Machado",550,90000000,147600000
"Traffic Signal",Holiday,No,No,drama,8.1,No,No,No,"Kunal Khemu","Madhur Bhandarkar","Shamir Tandon",325,52500000,121120000
Kalyug,Normal,No,No,drama,8.1,Yes,Yes,No,"Kunal Khemu","Mohit Suri","Anu Malik",225,40000000,102622000
Superstar,Holiday,No,No,drama,8.1,No,Yes,No,"Kunal Khemu","Rohit Jugraj","Shamir Tandon",375,90000000,31900000
"Dhoondte Reh Jaoge",Holiday,No,No,comedy,8.1,No,Yes,No,"Kunal Khemu","Umesh Shukla","Sajid - Wajid",625,100000000,90350000
"Blood Money",Holiday,No,No,thriller,8.1,No,Yes,Yes,"Kunal Khemu","Vishal Mahadkar","Pranay Rijia",1150,90000000,116800000
"Mumbai Shooters",Holiday,No,No,action,8.1,Yes,Yes,No,"Kush Khurana","Babu Bhatt","Dheeraj Sen",50,15000000,1525000
"Titar Fanda - A Death Trap",Normal,No,No,drama,8.1,Yes,Yes,Yes,"Laala Khan","Kailash Dangi","Sanjeev Chorasiya",2,1500000,300000
"Rajdhani Express",Normal,No,No,thriller,8.1,Yes,Yes,Yes,"Leander Paes","Ashok Kohli","Lahu Madhav",275,65000000,4000000
"Delhi In A Day",Normal,No,No,drama,8.1,Yes,Yes,Yes,"Lee Williiams","Prashant Nair","Mathias Duplessy",15,7500000,800000
W,Holiday,No,No,thriller,8.1,Yes,Yes,No,"Leeza Mangaldas","Tarun Madan Chopra","Daboo Malik",150,15000000,2000000
"Before The Rains",Holiday,No,No,drama,8.1,Yes,No,Yes,"Linus Roach","Santosh Sivan","Mark Kilian",25,120000000,700000
Kasak,Holiday,No,No,drama,8.1,No,No,No,"Lucky Ali","Rajiv Babbar","M.M. Kreem",75,15000000,5100000
"Rise Of The Zombie",Normal,No,No,horror,8.1,No,Yes,Yes,"Luke Kenny","Luke Kenny","Caralisa Monteiro",225,30000000,3900000
Sadiyaan,Holiday,No,No,drama,9.3,Yes,No,No,"Luv Sinha","Raj Kanwar","Adnan Sami",400,180000000,18125000
Rakhtbeej,Normal,No,No,drama,9.2,Yes,Yes,No,"Maanas Srivastava","Anil Balani","Satish - Ajay",300,50000000,6500000
"Kabhi Socha Bhi Na Tha",Normal,No,No,drama,9.1,No,Yes,Yes,Madhoo,"Kallol Sen","Chiradeep Dasgupta",20,3500000,525000
"Aaja Nachle",Normal,No,No,drama,9,No,Yes,No,"Madhuri Dixit","Anil Mehta","Salim - Sulaiman",600,200000000,284400000
"Gulaab Gang",Normal,No,No,drama,8.9,No,Yes,Yes,"Madhuri Dixit","Soumik Sen","Soumik Sen",1700,290000000,165890000
